congress,chamber,bioguide,last_name,state,district,party,votes,agree_pct,predicted_agree,net_trump_vote
0,house,D000616,DesJarlais,TN,4,Republican,173,0.936416184971098,0.95462861,41.2
115,house,D000616,DesJarlais,TN,4,R,96,0.916666666666667,0.95078451,41.2
116,house,D000616,DesJarlais,TN,4,R,77,0.961038961038961,0.95942125,41.2
0,house,D000617,DelBene,WA,1,Democrat,175,0.148571428571429,0.23226721,-16.3
115,house,D000617,DelBene,WA,1,D,95,0.231578947368421,0.37090773,-16.3
116,house,D000617,DelBene,WA,1,D,80,0.05,0.0676316,-16.3
0,house,D000619,Davis,IL,13,Republican,176,0.914772727272727,0.63893818,5.5
115,house,D000619,Davis,IL,13,R,96,0.96875,0.79376206,5.5
116,house,D000619,Davis,IL,13,R,80,0.85,0.45314952,5.5
0,house,D000620,Delaney,MD,6,Democrat,93,0.344086021505376,0.38482536,-15.1
115,house,D000620,Delaney,MD,6,D,93,0.344086021505376,0.38482536,-15.1
0,house,D000621,DeSantis,FL,6,Republican,87,0.942528735632184,0.91059529,17
115,house,D000621,DeSantis,FL,6,R,87,0.942528735632184,0.91059529,17
0,house,D000623,DeSaulnier,CA,11,Democrat,173,0.069364161849711,0.11090984,-48.8
115,house,D000623,DeSaulnier,CA,11,D,94,0.106382978723404,0.17949632,-48.8
116,house,D000623,DeSaulnier,CA,11,D,79,0.0253164556962025,0.0293006,-48.8
0,house,D000624,Dingell,MI,12,Democrat,175,0.131428571428571,0.16845715,-26.3
115,house,D000624,Dingell,MI,12,D,95,0.2,0.26630704,-26.3
116,house,D000624,Dingell,MI,12,D,80,0.05,0.0522604,-26.3
0,house,D000625,Donovan,NY,11,Republican,94,0.872340425531915,0.85056875,9.8
115,house,D000625,Donovan,NY,11,R,94,0.872340425531915,0.85056875,9.8
0,house,D000626,Davidson,OH,8,Republican,173,0.901734104046243,0.95078509,34.5
115,house,D000626,Davidson,OH,8,R,95,0.863157894736842,0.94889761,34.5
116,house,D000626,Davidson,OH,8,R,78,0.948717948717949,0.95308394,34.5
0,house,D000627,Demings,FL,10,Democrat,177,0.146892655367232,0.16662047,-26.9
115,house,D000627,Demings,FL,10,D,96,0.229166666666667,0.26398276,-26.9
116,house,D000627,Demings,FL,10,D,81,0.0493827160493827,0.05122813,-26.9
0,house,D000628,Dunn,FL,2,Republican,174,0.977011494252874,0.95512611,35.6
115,house,D000628,Dunn,FL,2,R,95,0.989473684210526,0.95481108,35.6
116,house,D000628,Dunn,FL,2,R,79,0.962025316455696,0.95550494,35.6
0,house,D000629,Davids,KS,3,Democrat,81,0.0617283950617284,0.21450243,-1.2
116,house,D000629,Davids,KS,3,D,81,0.0617283950617284,0.21450243,-1.2
0,house,D000630,Delgado,NY,19,Democrat,81,0.0493827160493827,0.5075431,6.8
116,house,D000630,Delgado,NY,19,D,81,0.0493827160493827,0.5075431,6.8
0,house,D000631,Dean,PA,4,Democrat,81,0.037037037037037,0.06053194,-19.3
116,house,D000631,Dean,PA,4,D,81,0.037037037037037,0.06053194,-19.3
0,house,E000179,Engel,NY,16,Democrat,174,0.0977011494252874,0.11413959,-52.6
115,house,E000179,Engel,NY,16,D,93,0.161290322580645,0.1788514,-52.6
116,house,E000179,Engel,NY,16,D,81,0.0246913580246914,0.03984085,-52.6
0,house,E000215,Eshoo,CA,18,Democrat,170,0.129411764705882,0.11028826,-53.2
115,house,E000215,Eshoo,CA,18,D,91,0.197802197802198,0.1707127,-53.2
116,house,E000215,Eshoo,CA,18,D,79,0.0506329113924051,0.04068543,-53.2
0,house,E000288,Ellison,MN,5,Democrat,81,0.0987654320987654,0.15714956,-55.2
115,house,E000288,Ellison,MN,5,D,81,0.0987654320987654,0.15714956,-55.2
0,house,E000293,Esty,CT,5,Democrat,95,0.263157894736842,0.60428275,-4.1
115,house,E000293,Esty,CT,5,D,95,0.263157894736842,0.60428275,-4.1
0,house,E000294,Emmer,MN,6,Republican,165,0.915151515151515,0.93407523,25.7
115,house,E000294,Emmer,MN,6,R,94,0.893617021276596,0.94071412,25.7
116,house,E000294,Emmer,MN,6,R,71,0.943661971830986,0.92528572,25.7
0,house,E000296,Evans,PA,3,Democrat,173,0.115606936416185,0.09152008,-83.9
115,house,E000296,Evans,PA,2,D,94,0.180851063829787,0.13939185,-82.8
116,house,E000296,Evans,PA,3,D,79,0.0379746835443038,0.03455872,-83.9
0,house,E000297,Espaillat,NY,13,Democrat,177,0.0847457627118644,0.08750899,-86.9
115,house,E000297,Espaillat,NY,13,D,96,0.114583333333333,0.13325221,-86.9
116,house,E000297,Espaillat,NY,13,D,81,0.0493827160493827,0.03329481,-86.9
0,house,E000298,Estes,KS,4,Republican,150,0.966666666666667,0.93145052,27.2
115,house,E000298,Estes,KS,4,R,70,0.942857142857143,0.92474856,27.2
116,house,E000298,Estes,KS,4,R,80,0.9875,0.93731474,27.2
0,house,E000299,Escobar,TX,16,Democrat,80,0.0375,0.04413469,-40.7
116,house,E000299,Escobar,TX,16,D,80,0.0375,0.04413469,-40.7
0,house,F000372,Frelinghuysen,NJ,11,Republican,94,0.893617021276596,0.71058572,0.9
115,house,F000372,Frelinghuysen,NJ,11,R,94,0.893617021276596,0.71058572,0.9
0,house,F000448,Franks,AZ,8,Republican,56,0.928571428571429,0.93813828,21.1
115,house,F000448,Franks,AZ,8,R,56,0.928571428571429,0.93813828,21.1
0,house,F000449,Fortenberry,NE,1,Republican,173,0.953757225433526,0.91631551,21.3
115,house,F000449,Fortenberry,NE,1,R,94,0.978723404255319,0.92876619,21.3
116,house,F000449,Fortenberry,NE,1,R,79,0.924050632911392,0.90150078,21.3
0,house,F000450,Foxx,NC,5,Republican,176,0.9375,0.8882034,17.6
115,house,F000450,Foxx,NC,5,R,96,0.927083333333333,0.91454741,17.6
116,house,F000450,Foxx,NC,5,R,80,0.95,0.85659059,17.6
0,house,F000454,Foster,IL,11,Democrat,175,0.148571428571429,0.18072389,-23.5
115,house,F000454,Foster,IL,11,D,94,0.234042553191489,0.28942632,-23.5
116,house,F000454,Foster,IL,11,D,81,0.0493827160493827,0.05457538,-23.5
0,house,F000455,Fudge,OH,11,Democrat,171,0.111111111111111,0.1039176,-63.5
115,house,F000455,Fudge,OH,11,D,93,0.172043010752688,0.15868143,-63.5
116,house,F000455,Fudge,OH,11,D,78,0.0384615384615385,0.03862227,-63.5
0,house,F000459,Fleischmann,TN,3,Republican,177,0.983050847457627,0.95247413,35.2
115,house,F000459,Fleischmann,TN,3,R,96,0.979166666666667,0.94970841,35.2
116,house,F000459,Fleischmann,TN,3,R,81,0.987654320987654,0.95575202,35.2
0,house,F000460,Farenthold,TX,27,Republican,70,0.928571428571429,0.93524181,23.6
115,house,F000460,Farenthold,TX,27,R,70,0.928571428571429,0.93524181,23.6
0,house,F000461,Flores,TX,17,Republican,173,0.971098265895954,0.88858756,17.5
115,house,F000461,Flores,TX,17,R,95,0.989473684210526,0.91383346,17.5
116,house,F000461,Flores,TX,17,R,78,0.948717948717949,0.85783935,17.5
0,house,F000462,Frankel,FL,21,Democrat,161,0.136645962732919,0.21615705,-19.5
115,house,F000462,Frankel,FL,21,D,87,0.206896551724138,0.34399633,-19.5
116,house,F000462,Frankel,FL,21,D,74,0.0540540540540541,0.06585952,-19.5
0,house,F000464,Faso,NY,19,Republican,96,0.895833333333333,0.81333017,6.8
115,house,F000464,Faso,NY,19,R,96,0.895833333333333,0.81333017,6.8
0,house,F000465,Ferguson,GA,3,Republican,177,0.966101694915254,0.94866081,31.5
115,house,F000465,Ferguson,GA,3,R,96,0.96875,0.94770169,31.5
116,house,F000465,Ferguson,GA,3,R,81,0.962962962962963,0.94979754,31.5
0,house,F000466,Fitzpatrick,PA,1,Republican,175,0.64,0.47140648,-2
115,house,F000466,Fitzpatrick,PA,8,R,96,0.84375,0.69809505,0.2
116,house,F000466,Fitzpatrick,PA,1,R,79,0.392405063291139,0.19593682,-2
0,house,F000467,Finkenauer,IA,1,Democrat,81,0.0740740740740741,0.36806,3.5
116,house,F000467,Finkenauer,IA,1,D,81,0.0740740740740741,0.36806,3.5
0,house,F000468,Fletcher,TX,7,Democrat,81,0.0864197530864197,0.20955152,-1.4
116,house,F000468,Fletcher,TX,7,D,81,0.0864197530864197,0.20955152,-1.4
0,house,F000469,Fulcher,ID,1,Republican,81,0.962962962962963,0.95911398,38.3
116,house,F000469,Fulcher,ID,1,R,81,0.962962962962963,0.95911398,38.3
0,house,G000061,Garcia,CA,25,Republican,8,0.875,0.06453303,-6.7
116,house,G000061,Garcia,CA,25,R,8,0.875,0.06453303,-6.7
0,house,G000289,Goodlatte,VA,6,Republican,96,0.958333333333333,0.93895541,24.8
115,house,G000289,Goodlatte,VA,6,R,96,0.958333333333333,0.93895541,24.8
0,house,G000377,Granger,TX,12,Republican,158,0.968354430379747,0.94209346,30.2
115,house,G000377,Granger,TX,12,R,89,0.97752808988764,0.94333644,30.2
116,house,G000377,Granger,TX,12,R,69,0.956521739130435,0.94049019,30.2
0,house,G000410,Green,TX,29,Democrat,90,0.288888888888889,0.19687739,-45.7
115,house,G000410,Green,TX,29,D,90,0.288888888888889,0.19687739,-45.7
0,house,G000535,Gutiérrez,IL,4,Democrat,87,0.114942528735632,0.15013277,-68.9
115,house,G000535,Gutiérrez,IL,4,D,87,0.114942528735632,0.15013277,-68.9
0,house,G000546,Graves,MO,6,Republican,168,0.952380952380952,0.95301379,31.4
115,house,G000546,Graves,MO,6,R,89,0.97752808988764,0.9560052,31.4
116,house,G000546,Graves,MO,6,R,79,0.924050632911392,0.94964373,31.4
0,house,G000551,Grijalva,AZ,3,Democrat,174,0.0689655172413793,0.15202375,-29.9
115,house,G000551,Grijalva,AZ,3,D,96,0.104166666666667,0.24518122,-29.9
116,house,G000551,Grijalva,AZ,3,D,78,0.0256410256410256,0.03736842,-29.9
0,house,G000552,Gohmert,TX,1,Republican,169,0.863905325443787,0.95493564,46.9
115,house,G000552,Gohmert,TX,1,R,92,0.804347826086957,0.94841722,46.9
116,house,G000552,Gohmert,TX,1,R,77,0.935064935064935,0.96272389,46.9
0,house,G000553,Green,TX,9,Democrat,177,0.112994350282486,0.10387779,-61.3
115,house,G000553,Green,TX,9,D,96,0.177083333333333,0.15970404,-61.3
116,house,G000553,Green,TX,9,D,81,0.037037037037037,0.03771335,-61.3
0,house,G000558,Guthrie,KY,2,Republican,173,0.976878612716763,0.95413854,39.9
115,house,G000558,Guthrie,KY,2,R,96,0.989583333333333,0.95071155,39.9
116,house,G000558,Guthrie,KY,2,R,77,0.961038961038961,0.95841115,39.9
0,house,G000559,Garamendi,CA,3,Democrat,174,0.17816091954023,0.27193551,-12.6
115,house,G000559,Garamendi,CA,3,D,95,0.284210526315789,0.43090728,-12.6
116,house,G000559,Garamendi,CA,3,D,79,0.0506329113924051,0.08076693,-12.6
0,house,G000560,Graves,GA,14,Republican,174,0.977011494252874,0.95902264,52.9
115,house,G000560,Graves,GA,14,R,95,0.978947368421053,0.94885113,52.9
116,house,G000560,Graves,GA,14,R,79,0.974683544303797,0.97125419,52.9
0,house,G000563,Gibbs,OH,7,Republican,173,0.965317919075145,0.94905691,29.7
115,house,G000563,Gibbs,OH,7,R,96,0.96875,0.9461453,29.7
116,house,G000563,Gibbs,OH,7,R,77,0.961038961038961,0.95268695,29.7
0,house,G000565,Gosar,AZ,4,Republican,162,0.864197530864197,0.95326804,40.2
115,house,G000565,Gosar,AZ,4,R,90,0.777777777777778,0.94760983,40.2
116,house,G000565,Gosar,AZ,4,R,72,0.972222222222222,0.9603408,40.2
0,house,G000566,Gowdy,SC,4,Republican,96,0.979166666666667,0.94068215,25.7
115,house,G000566,Gowdy,SC,4,R,96,0.979166666666667,0.94068215,25.7
0,house,G000568,Griffith,VA,9,Republican,172,0.906976744186046,0.95817592,41.5
115,house,G000568,Griffith,VA,9,R,93,0.89247311827957,0.94925981,41.5
116,house,G000568,Griffith,VA,9,R,79,0.924050632911392,0.96867211,41.5
0,house,G000571,Gabbard,HI,2,Democrat,142,0.190140845070423,0.16747725,-31.8
115,house,G000571,Gabbard,HI,2,D,91,0.252747252747253,0.22741073,-31.8
116,house,G000571,Gabbard,HI,2,D,51,0.0784313725490196,0.06053711,-31.8
0,house,G000574,Gallego,AZ,7,Democrat,173,0.115606936416185,0.11876548,-49.2
115,house,G000574,Gallego,AZ,7,D,94,0.170212765957447,0.18346223,-49.2
116,house,G000574,Gallego,AZ,7,D,79,0.0506329113924051,0.04178453,-49.2
0,house,G000576,Grothman,WI,6,Republican,175,0.942857142857143,0.88024062,16.9
115,house,G000576,Grothman,WI,6,R,96,0.9375,0.91080976,16.9
116,house,G000576,Grothman,WI,6,R,79,0.949367088607595,0.84309333,16.9
0,house,G000577,Graves,LA,6,Republican,176,0.914772727272727,0.95141895,33.8
115,house,G000577,Graves,LA,6,R,96,0.885416666666667,0.94910788,33.8
116,house,G000577,Graves,LA,6,R,80,0.95,0.95419224,33.8
0,house,G000578,Gaetz,FL,1,Republican,170,0.852941176470588,0.95831015,39.3
115,house,G000578,Gaetz,FL,1,R,95,0.810526315789474,0.95013337,39.3
116,house,G000578,Gaetz,FL,1,R,75,0.906666666666667,0.9686674,39.3
0,house,G000579,Gallagher,WI,8,Republican,169,0.893491124260355,0.88519906,17.6
115,house,G000579,Gallagher,WI,8,R,96,0.9375,0.91454741,17.6
116,house,G000579,Gallagher,WI,8,R,73,0.835616438356164,0.84660397,17.6
0,house,G000580,Garrett,VA,5,Republican,90,0.8,0.86515363,11.1
115,house,G000580,Garrett,VA,5,R,90,0.8,0.86515363,11.1
0,house,G000581,Gonzalez,TX,15,Democrat,174,0.224137931034483,0.22958151,-16.7
115,house,G000581,Gonzalez,TX,15,D,95,0.347368421052632,0.36515802,-16.7
116,house,G000581,Gonzalez,TX,15,D,79,0.0759493670886076,0.06654647,-16.7
0,house,G000583,Gottheimer,NJ,5,Democrat,176,0.329545454545455,0.51829474,1.1
115,house,G000583,Gottheimer,NJ,5,D,96,0.552083333333333,0.71590437,1.1
116,house,G000583,Gottheimer,NJ,5,D,80,0.0625,0.28116317,1.1
0,house,G000584,Gianforte,MT,0,Republican,143,0.951048951048951,0.89873833,20.42273211
115,house,G000584,Gianforte,MT,0,R,62,0.935483870967742,0.90475126,20.42273211
116,house,G000584,Gianforte,MT,0,R,81,0.962962962962963,0.89413584,20.42273211
0,house,G000585,Gomez,CA,34,Democrat,138,0.101449275362319,0.08972856,-72.9
115,house,G000585,Gomez,CA,34,D,57,0.175438596491228,0.16689769,-72.9
116,house,G000585,Gomez,CA,34,D,81,0.0493827160493827,0.03542435,-72.9
0,house,G000586,García,IL,4,Democrat,81,0.037037037037037,0.03615103,-68.9
116,house,G000586,García,IL,4,D,81,0.037037037037037,0.03615103,-68.9
0,house,G000587,Garcia,TX,29,Democrat,81,0.0617283950617284,0.04185734,-45.7
116,house,G000587,Garcia,TX,29,D,81,0.0617283950617284,0.04185734,-45.7
0,house,G000588,Gonzalez,OH,16,Republican,80,0.925,0.83677415,16.6
116,house,G000588,Gonzalez,OH,16,R,80,0.925,0.83677415,16.6
0,house,G000589,Gooden,TX,5,Republican,80,0.9625,0.94137999000000006,28.4
116,house,G000589,Gooden,TX,5,R,80,0.9625,0.94137999000000006,28.4
0,house,G000590,Green,TN,7,Republican,78,0.948717948717949,0.95867883,39.3
116,house,G000590,Green,TN,7,R,78,0.948717948717949,0.95867883,39.3
0,house,G000591,Guest,MS,3,Republican,81,0.975308641975309,0.92594138,24.5
116,house,G000591,Guest,MS,3,R,81,0.975308641975309,0.92594138,24.5
0,house,G000592,Golden,ME,2,Democrat,81,0.123456790123457,0.65422409,10.3
116,house,G000592,Golden,ME,2,D,81,0.123456790123457,0.65422409,10.3
0,house,H000324,Hastings,FL,20,Democrat,166,0.0903614457831325,0.10399996,-62.1
115,house,H000324,Hastings,FL,20,D,90,0.122222222222222,0.15804055,-62.1
116,house,H000324,Hastings,FL,20,D,76,0.0526315789473684,0.04000452,-62.1
0,house,H000874,Hoyer,MD,5,Democrat,176,0.125,0.14797331,-32
115,house,H000874,Hoyer,MD,5,D,95,0.189473684210526,0.23352122,-32
116,house,H000874,Hoyer,MD,5,D,81,0.0493827160493827,0.04763935,-32
0,house,H001036,Hensarling,TX,5,Republican,96,0.947916666666667,0.94471163,28.4
115,house,H001036,Hensarling,TX,5,R,96,0.947916666666667,0.94471163,28.4
0,house,H001038,Higgins,NY,26,Democrat,175,0.137142857142857,0.20514306,-19.6
115,house,H001038,Higgins,NY,26,D,94,0.223404255319149,0.3302011,-19.6
116,house,H001038,Higgins,NY,26,D,81,0.037037037037037,0.06001399,-19.6
0,house,H001045,Harper,MS,3,Republican,93,0.989247311827957,0.93650002,24.5
115,house,H001045,Harper,MS,3,R,93,0.989247311827957,0.93650002,24.5
0,house,H001047,Himes,CT,4,Democrat,172,0.180232558139535,0.18244839,-23
115,house,H001047,Himes,CT,4,D,93,0.290322580645161,0.28953016,-23
116,house,H001047,Himes,CT,4,D,79,0.0506329113924051,0.05639009,-23
0,house,H001048,Hunter,CA,50,Republican,149,0.953020134228188,0.85744878,15
115,house,H001048,Hunter,CA,50,R,94,0.946808510638298,0.8984473,15
116,house,H001048,Hunter,CA,50,R,55,0.963636363636364,0.78737857,15
0,house,H001050,Hanabusa,HI,1,Democrat,84,0.214285714285714,0.21012633,-32.6
115,house,H001050,Hanabusa,HI,1,D,84,0.214285714285714,0.21012633,-32.6
0,house,H001052,Harris,MD,1,Republican,175,0.925714285714286,0.94329203,28.6
115,house,H001052,Harris,MD,1,R,95,0.873684210526316,0.94438789,28.6
116,house,H001052,Harris,MD,1,R,80,0.9875,0.94199071,28.6
0,house,H001053,Hartzler,MO,4,Republican,171,0.964912280701754,0.95310769,36
115,house,H001053,Hartzler,MO,4,R,94,0.978723404255319,0.95129007,36
116,house,H001053,Hartzler,MO,4,R,77,0.948051948051948,0.95532661,36
0,house,H001056,Herrera Beutler,WA,3,Republican,171,0.818713450292398,0.69353576,7.4
115,house,H001056,Herrera Beutler,WA,3,R,95,0.91578947368421,0.8213349,7.4
116,house,H001056,Herrera Beutler,WA,3,R,76,0.697368421052632,0.53378682,7.4
0,house,H001058,Huizenga,MI,2,Republican,174,0.96551724137931,0.88845688,17.6
115,house,H001058,Huizenga,MI,2,R,95,0.978947368421053,0.91387495,17.6
116,house,H001058,Huizenga,MI,2,R,79,0.949367088607595,0.85789084,17.6
0,house,H001059,Hultgren,IL,14,Republican,94,0.968085106382979,0.76650981,3.9
115,house,H001059,Hultgren,IL,14,R,94,0.968085106382979,0.76650981,3.9
0,house,H001064,Heck,WA,10,Democrat,175,0.16,0.28469456,-11.4
115,house,H001064,Heck,WA,10,D,95,0.242105263157895,0.45288484,-11.4
116,house,H001064,Heck,WA,10,D,80,0.0625,0.0849686,-11.4
0,house,H001065,Holding,NC,2,Republican,172,0.918604651162791,0.74942727,9.6
115,house,H001065,Holding,NC,2,R,96,0.90625,0.84972588,9.6
116,house,H001065,Holding,NC,2,R,76,0.934210526315789,0.62273429,9.6
0,house,H001066,Horsford,NV,4,Democrat,81,0.0493827160493827,0.1423015,-4.9
116,house,H001066,Horsford,NV,4,D,81,0.0493827160493827,0.1423015,-4.9
0,house,H001067,Hudson,NC,8,Republican,161,0.925465838509317,0.85654733,15
115,house,H001067,Hudson,NC,8,R,90,0.922222222222222,0.89618146,15
116,house,H001067,Hudson,NC,8,R,71,0.929577464788732,0.80630689,15
0,house,H001068,Huffman,CA,2,Democrat,171,0.105263157894737,0.11361596,-45.7
115,house,H001068,Huffman,CA,2,D,92,0.16304347826087,0.17432495,-45.7
116,house,H001068,Huffman,CA,2,D,79,0.0379746835443038,0.0429169,-45.7
0,house,H001071,Hice,GA,10,Republican,173,0.92485549132948,0.93915701,25.5
115,house,H001071,Hice,GA,10,R,96,0.895833333333333,0.94031695,25.5
116,house,H001071,Hice,GA,10,R,77,0.961038961038961,0.93771086,25.5
0,house,H001072,Hill,AR,2,Republican,176,0.965909090909091,0.77392752,10.7
115,house,H001072,Hill,AR,2,R,95,0.968421052631579,0.86295106,10.7
116,house,H001072,Hill,AR,2,R,81,0.962962962962963,0.66951719,10.7
0,house,H001073,Hurd,TX,23,Republican,176,0.8125,0.41598737,-3.4
115,house,H001073,Hurd,TX,23,R,96,0.947916666666667,0.62282121,-3.4
116,house,H001073,Hurd,TX,23,R,80,0.65,0.16778675,-3.4
0,house,H001074,Hollingsworth,IN,9,Republican,175,0.874285714285714,0.93959626,26.9
115,house,H001074,Hollingsworth,IN,9,R,94,0.882978723404255,0.94185832,26.9
116,house,H001074,Hollingsworth,IN,9,R,81,0.864197530864197,0.93697116,26.9
0,house,H001077,Higgins,LA,3,Republican,170,0.970588235294118,0.95368833,38.1
115,house,H001077,Higgins,LA,3,R,93,0.967741935483871,0.94911486,38.1
116,house,H001077,Higgins,LA,3,R,77,0.974025974025974,0.95921212,38.1
0,house,H001078,Handel,GA,6,Republican,62,0.983870967741935,0.72035223,1.5
115,house,H001078,Handel,GA,6,R,62,0.983870967741935,0.72035223,1.5
0,house,H001080,Haaland,NM,1,Democrat,81,0.0493827160493827,0.06634028,-16.5
116,house,H001080,Haaland,NM,1,D,81,0.0493827160493827,0.06634028,-16.5
0,house,H001081,Hayes,CT,5,Democrat,81,0.0493827160493827,0.15469904,-4.1
116,house,H001081,Hayes,CT,5,D,81,0.0493827160493827,0.15469904,-4.1
0,house,H001082,Hern,OK,1,Republican,83,0.963855421686747,0.93992997,28.7
115,house,H001082,Hern,OK,1,R,3,1,0.87699759,28.7
116,house,H001082,Hern,OK,1,R,80,0.9625,0.94228994,28.7
0,house,H001083,Horn,OK,5,Democrat,81,0.148148148148148,0.76040734,13.4
116,house,H001083,Horn,OK,5,D,81,0.148148148148148,0.76040734,13.4
0,house,H001085,Houlahan,PA,6,Democrat,81,0.0493827160493827,0.0968386,-9.3
116,house,H001085,Houlahan,PA,6,D,81,0.0493827160493827,0.0968386,-9.3
0,house,H001087,Hill,CA,25,Democrat,51,0.0392156862745098,0.10196635,-6.7
116,house,H001087,Hill,CA,25,D,51,0.0392156862745098,0.10196635,-6.7
0,house,H001088,Hagedorn,MN,1,Republican,80,0.95,0.80015819,14.9
116,house,H001088,Hagedorn,MN,1,R,80,0.95,0.80015819,14.9
0,house,H001090,Harder,CA,10,Democrat,81,0.037037037037037,0.1744717,-3
116,house,H001090,Harder,CA,10,D,81,0.037037037037037,0.1744717,-3
0,house,I000056,Issa,CA,49,Republican,91,0.934065934065934,0.52656244,-7.5
115,house,I000056,Issa,CA,49,R,91,0.934065934065934,0.52656244,-7.5
0,house,J000020,Jacobs,NY,27,Republican,1,1,0.33905889,24.5
116,house,J000020,Jacobs,NY,27,R,1,1,0.33905889,24.5
0,house,J000032,Jackson Lee,TX,18,Democrat,175,0.108571428571429,0.1095015,-56.5
115,house,J000032,Jackson Lee,TX,18,D,95,0.168421052631579,0.16859893,-56.5
116,house,J000032,Jackson Lee,TX,18,D,80,0.0375,0.03932329,-56.5
0,house,J000126,Johnson,TX,30,Democrat,167,0.11377245508982,0.10921301,-60.8
115,house,J000126,Johnson,TX,30,D,88,0.181818181818182,0.17244011,-60.8
116,house,J000126,Johnson,TX,30,D,79,0.0379746835443038,0.03878282,-60.8
0,house,J000174,Johnson,TX,3,Republican,87,0.931034482758621,0.89057208,14.2
115,house,J000174,Johnson,TX,3,R,87,0.931034482758621,0.89057208,14.2
0,house,J000255,Jones,NC,3,Republican,75,0.493333333333333,0.94015207,23.6
115,house,J000255,Jones,NC,3,R,75,0.493333333333333,0.94015207,23.6
0,house,J000288,Johnson,GA,4,Democrat,175,0.12,0.11294338,-53.1
115,house,J000288,Johnson,GA,4,D,94,0.159574468085106,0.17605101,-53.1
116,house,J000288,Johnson,GA,4,D,81,0.0740740740740741,0.03970737,-53.1
0,house,J000289,Jordan,OH,4,Republican,175,0.891428571428571,0.95053581,33.6
115,house,J000289,Jordan,OH,4,R,94,0.851063829787234,0.94798168,33.6
116,house,J000289,Jordan,OH,4,R,81,0.938271604938272,0.95349987,33.6
0,house,J000290,Jenkins,KS,2,Republican,92,0.967391304347826,0.91685546,18.4
115,house,J000290,Jenkins,KS,2,R,92,0.967391304347826,0.91685546,18.4
0,house,J000292,Johnson,OH,6,Republican,174,0.977011494252874,0.95532472,42.6
115,house,J000292,Johnson,OH,6,R,95,0.989473684210526,0.95030122,42.6
116,house,J000292,Johnson,OH,6,R,79,0.962025316455696,0.96136563,42.6
0,house,J000294,Jeffries,NY,8,Democrat,174,0.109195402298851,0.0980963,-71.1
115,house,J000294,Jeffries,NY,8,D,94,0.159574468085106,0.15078201,-71.1
116,house,J000294,Jeffries,NY,8,D,80,0.05,0.0361906,-71.1
0,house,J000295,Joyce,OH,14,Republican,173,0.942196531791908,0.79163253,11.5
115,house,J000295,Joyce,OH,14,R,96,0.96875,0.87003621,11.5
116,house,J000295,Joyce,OH,14,R,77,0.909090909090909,0.69388249,11.5
0,house,J000297,Jenkins,WV,3,Republican,91,0.967032967032967,0.95435644,49.2
115,house,J000297,Jenkins,WV,3,R,91,0.967032967032967,0.95435644,49.2
0,house,J000298,Jayapal,WA,7,Democrat,175,0.0857142857142857,0.09836474,-69.9
115,house,J000298,Jayapal,WA,7,D,95,0.115789473684211,0.15053453,-69.9
116,house,J000298,Jayapal,WA,7,D,80,0.05,0.03641312,-69.9
0,house,J000299,Johnson,LA,4,Republican,170,0.941176470588235,0.93555005,24
115,house,J000299,Johnson,LA,4,R,93,0.913978494623656,0.9364328,24
116,house,J000299,Johnson,LA,4,R,77,0.974025974025974,0.93448388,24
0,house,J000301,Johnson,SD,0,Republican,81,0.901234567901235,0.94595864,29.79332222
116,house,J000301,Johnson,SD,0,R,81,0.901234567901235,0.94595864,29.79332222
0,house,J000302,Joyce,PA,13,Republican,80,0.975,0.96350774,45.7
116,house,J000302,Joyce,PA,13,R,80,0.975,0.96350774,45.7
0,house,J000303,Jones,MI,13,Democrat,3,0.666666666666667,0.66132436000000006,-60.7
115,house,J000303,Jones,MI,13,D,3,0.666666666666667,0.66132436000000006,-60.7
0,house,K000009,Kaptur,OH,9,Democrat,174,0.14367816091954,0.18483276,-22.2
115,house,K000009,Kaptur,OH,9,D,93,0.236559139784946,0.29690569,-22.2
116,house,K000009,Kaptur,OH,9,D,81,0.037037037037037,0.05615643,-22.2
0,house,K000188,Kind,WI,3,Democrat,168,0.196428571428571,0.61232876,4.5
115,house,K000188,Kind,WI,3,D,92,0.315217391304348,0.7795032,4.5
116,house,K000188,Kind,WI,3,D,76,0.0526315789473684,0.4099597,4.5
0,house,K000210,King,NY,2,Republican,174,0.816091954022989,0.73364234,9.1
115,house,K000210,King,NY,2,R,94,0.861702127659574,0.84273084,9.1
116,house,K000210,King,NY,2,R,80,0.7625,0.60546334,9.1
0,house,K000362,King,IA,4,Republican,167,0.934131736526946,0.93786358,27.4
115,house,K000362,King,IA,4,R,93,0.913978494623656,0.94164382,27.4
116,house,K000362,King,IA,4,R,74,0.959459459459459,0.93311273,27.4
0,house,K000368,Kirkpatrick,AZ,2,Democrat,72,0.0277777777777778,0.13399833,-4.9
116,house,K000368,Kirkpatrick,AZ,2,D,72,0.0277777777777778,0.13399833,-4.9
0,house,K000375,Keating,MA,9,Democrat,171,0.175438596491228,0.2848485,-10.7
115,house,K000375,Keating,MA,9,D,91,0.285714285714286,0.45733773,-10.7
116,house,K000375,Keating,MA,9,D,80,0.05,0.08864199,-10.7
0,house,K000376,Kelly,PA,16,Republican,175,0.965714285714286,0.91679256,20
115,house,K000376,Kelly,PA,3,R,95,0.968421052631579,0.94089986,26.1
116,house,K000376,Kelly,PA,16,R,80,0.9625,0.88816513,20
0,house,K000378,Kinzinger,IL,16,Republican,173,0.930635838150289,0.88363547,17.2
